,Record#,CIP# Only,Major Program Name,Degree Level,NCWIT Participant,Institution,What degrees does your institution offer?,School Year,When do students typically declare their major?,"Enroll, Female: Avg. ACT Math Score (Enrl F)","Enroll, Female: Asian (Enrl F)","Enroll, Female: Average Age (Enrl F)","Enroll, Female: Average HS GPA (Enrl F)","Enroll, Female: Avg. SAT Math Score (Enrl F)","Enroll, Female: Black/African American (Enrl F)","Enroll, Female: Hispanics of any race (Enrl F)","Enroll, Female: American Indian/Alaska Native (Enrl F)","Enroll, Female: Native Hawaiian/Other Pacific Islander (Enrl F)","Enroll, Female: Two or more races (Enrl F)","Enroll, Female: New Enrollments (Enrl F)","Enroll, Female: Transfer Students (Enrl F)","Enroll, Female: US Citizens (Enrl F)","Enroll, Female: White (Enrl F)","Enroll, Male: Avg. ACT Math Score (Enrl M)","Enroll, Male: Asian (Enrl M)","Enroll, Male: Average Age (Enrl M)","Enroll, Male: Average HS GPA (Enrl M)","Enroll, Male: Avg. SAT Math Score (Enrl M)","Enroll, Male: Black/African American (Enrl M)","Enroll, Male: Hispanics of any race (Enrl M)","Enroll, Male: American Indian/Alaska Native (Enrl M)","Enroll, Male: Native Hawaiian/Other Pacific Islander (Enrl M)","Enroll, Male: Two or more races (Enrl M)","Enroll, Male: New Enrollments (Enrl M)","Enroll, Male: Transfer Students (Enrl M)","Enroll, Male: US Citizens (Enrl M)","Enroll, Male: White (Enrl M)","Freshmen, Female: Asian (Fshm F)","Freshmen, Female: Black/African American (Fshm F)","Freshmen, Female: Cumulative GPA (Fshm F)","Freshmen, Female: Enrolled in DIFFERENT MAJOR (Fshm F)","Freshmen, Female: Enrolled in SAME MAJOR (Fshm F)","Freshmen, Female: Graduated (Fshm F)","Freshmen, Female: Hispanics of any race (Fshm F)","Freshmen, Female: Left Institution (not graduated) (Fshm F)","Freshmen, Female: American Indian/Alaska Native (Fshm F)","Freshmen, Female: Native Hawaiian/Other Pacific Islander (Fshm F)","Freshmen, Female: Two or more races (Fshm F)","Freshmen, Female: Total Declared Majors (Fshm F)","Freshmen, Female: US Citizens (Fshm F)","Freshmen, Female: White (Fshm F)","Freshmen, Male: Asian (Fshm M)","Freshmen, Male: Black/African American (Fshm M)","Freshmen, Male: Cumulative GPA (Fshm M)","Freshmen, Male: Enrolled in DIFFERENT MAJOR (Fshm M)","Freshmen, Male: Enrolled in SAME MAJOR (Fshm M)","Freshmen, Male: Graduated (Fshm M)","Freshmen, Male: Hispanics of any race (Fshm M)","Freshmen, Male: Left Institution (not graduated) (Fshm M)","Freshmen, Male: American Indian/Alaska Native (Fshm M)","Freshmen, Male: Native Hawaiian/Other Pacific Islander (Fshm M)","Freshmen, Male: Two or more races (Fshm M)","Freshmen, Male: Total Declared Majors (Fshm M)","Freshmen, Male: US Citizens (Fshm M)","Freshmen, Male: White (Fshm M)","Sophomores, Female: Asian (Sph. F)","Sophomores, Female: Black/African American (Sph. F)","Sophomores, Female: Cumulative GPA (Sph. F)","Sophomores, Female: Enrolled in DIFFERENT MAJOR (Sph. F)","Sophomores, Female: Enrolled in SAME MAJOR (Sph. F)","Sophomores, Female: Graduated (Sph. F)","Sophomores, Female: Hispanics of any race (Sph. F)","Sophomores, Female: Left Institution (not graduated) (Sph. F)","Sophomores, Female: American Indian/Alaska Native (Sph. F)","Sophomores, Female: Native Hawaiian/Other Pacific Islander (Sph. F)","Sophomores, Female: Two or more races (Sph. F)","Sophomores, Female: Total Declared Majors (Sph. F)","Sophomores, Female: US Citizens (Sph. F)","Sophomores, Female: White (Sph. F)","Sophomores, Male: Asian (Sph. M)","Sophomores, Male: Black/African American (Sph. M)","Sophomores, Male: Cumulative GPA (Sph. M)","Sophomores, Male: Enrolled in DIFFERENT MAJOR (Sph. M)","Sophomores, Male: Enrolled in SAME MAJOR (Sph. M)","Sophomores, Male: Graduated (Sph. M)","Sophomores, Male: Hispanics of any race (Sph. M)","Sophomores, Male: Left Institution (not graduated) (Sph. M)","Sophomores, Male: American Indian/Alaska Native (Sph. M)","Sophomores, Male: Native Hawaiian/Other Pacific Islander (Sph. M)","Sophomores, Male: Two or more races (Sph. M)","Sophomores, Male: Total Declared Majors (Sph. M)","Sophomores, Male: US Citizens (Sph. M)","Sophomores, Male: White (Sph. M)","Juniors, Female: Asian (Jun. F)","Juniors, Female: Black/African American (Jun. F)","Juniors, Female: Cumulative GPA (Jun. F)","Juniors, Female: Enrolled in DIFFERENT MAJOR (Jun. F)","Juniors, Female: Enrolled in SAME MAJOR (Jun. F)","Juniors, Female: Graduated (Jun. F)","Juniors, Female: Hispanics of any race (Jun. F)","Juniors, Female: Left Institution (not graduated) (Jun. F)","Juniors, Female: American Indian/Alaska Native (Jun. F)","Juniors, Female: Native Hawaiian/Other Pacific Islander (Jun. F)","Juniors, Female: Two or more races (Jun. F)","Juniors, Female: Total Declared Majors (Jun. F)","Juniors, Female: US Citizens (Jun. F)","Juniors, Female: White (Jun. F)","Juniors, Male: Asian (Jun. M)","Juniors, Male: Black/African American (Jun. M)","Juniors, Male: Cumulative GPA (Jun. M)","Juniors, Male: Enrolled in DIFFERENT MAJOR (Jun. M)","Juniors, Male: Enrolled in SAME MAJOR (Jun. M)","Juniors, Male: Graduated (Jun. M)","Juniors, Male: Hispanics of any race (Jun. M)","Juniors, Male: Left Institution (not graduated) (Jun. M)","Juniors, Male: American Indian/Alaska Native (Jun. M)","Juniors, Male: Native Hawaiian/Other Pacific Islander (Jun. M)","Juniors, Male: Two or more races (Jun. M)","Juniors, Male: Total Declared Majors (Jun. M)","Juniors, Male: US Citizens (Jun. M)","Juniors, Male: White (Jun. M)","Seniors, Female: Asian (Sen. F)","Seniors, Female: Black/African American (Sen. F)","Seniors, Female: Cumulative GPA (Sen. F)","Seniors, Female: Enrolled in DIFFERENT MAJOR (Sen. F)","Seniors, Female: Enrolled in SAME MAJOR (Sen. F)","Seniors, Female: Graduated (Sen. F)","Seniors, Female: Hispanics of any race (Sen. F)","Seniors, Female: Left Institution (not graduated) (Sen. F)","Seniors, Female: American Indian/Alaska Native (Sen. F)","Seniors, Female: Native Hawaiian/Other Pacific Islander (Sen. F)","Seniors, Female: Two or more races (Sen. F)","Seniors, Female: Total Declared Majors (Sen. F)","Seniors, Female: US Citizens (Sen. F)","Seniors, Female: White (Sen. F)","Seniors, Male: Asian (Sen. M)","Seniors, Male: Black/African American (Sen. M)","Seniors, Male: Cumulative GPA (Sen. M)","Seniors, Male: Enrolled in DIFFERENT MAJOR (Sen. M)","Seniors, Male: Enrolled in SAME MAJOR (Sen. M)","Seniors, Male: Graduated (Sen. M)","Seniors, Male: Hispanics of any race (Sen. M)","Seniors, Male: Left Institution (not graduated) (Sen. M)","Seniors, Male: American Indian/Alaska Native (Sen. M)","Seniors, Male: Native Hawaiian/Other Pacific Islander (Sen. M)","Seniors, Male: Two or more races (Sen. M)","Seniors, Male: Total Declared Majors (Sen. M)","Seniors, Male: US Citizens (Sen. M)","Seniors, Male: White (Sen. M)","5th Yr Seniors, Female: Asian (5 Sen F)","5th Yr Seniors, Female: Black/African American (5 Sen F)","5th Yr Seniors, Female: Cumulative GPA (5 Sen F)","5th Yr Seniors, Female: Enrolled in DIFFERENT MAJOR (5 Sen F)","5th Yr Seniors, Female: Enrolled in SAME MAJOR (5 Sen F)","5th Yr Seniors, Female: Graduated (5 Sen F)","5th Yr Seniors, Female: Hispanics of any race (5 Sen F)","5th Yr Seniors, Female: Left Institution (not graduated) (5 Sen F)","5th Yr Seniors, Female: American Indian/Alaska Native (5 Sen F)","5th Yr Seniors, Female: Native Hawaiian/Other Pacific Islander (5 Sen F)","5th Yr Seniors, Female: Two or more races (5 Sen F)","5th Yr Seniors, Female: Total Declared Majors (5 Sen F)","5th Yr Seniors, Female: US Citizens (5 Sen F)","5th Yr Seniors, Female: White (5 Sen F)","5th Yr Seniors, Male: Asian (5 Sen M)","5th Yr Seniors, Male: Black/African American (5 Sen M)","5th Yr Seniors, Male: Cumulative GPA (5 Sen M)","5th Yr Seniors, Male: Enrolled in DIFFERENT MAJOR (5 Sen M)","5th Yr Seniors, Male: Enrolled in SAME MAJOR (5 Sen M)","5th Yr Seniors, Male: Graduated (5 Sen M)","5th Yr Seniors, Male: Hispanics of any race (5 Sen M)","5th Yr Seniors, Male: Left Institution (not graduated) (5 Sen M)","5th Yr Seniors, Male: American Indian/Alaska Native (5 Sen M)","5th Yr Seniors, Male: Native Hawaiian/Other Pacific Islander (5 Sen M)","5th Yr Seniors, Male: Two or more races (5 Sen M)","5th Yr Seniors, Male: Total Declared Majors (5 Sen M)","5th Yr Seniors, Male: US Citizens (5 Sen M)","5th Yr Seniors, Male: White (5 Sen M)","Totals, Female: Asian (Tot. F)","Totals, Female: Black/African American (Tot. F)","Totals, Female: Cumulative GPA (Tot. F)","Totals, Female: Enrolled in DIFFERENT MAJOR (Tot. F)","Totals, Female: Enrolled in SAME MAJOR (Tot. F)","Totals, Female: Graduated (Tot. F)","Totals, Female: Hispanics of any race (Tot. F)","Totals, Female: Left Institution (not graduated) (Tot. F)","Totals, Female: American Indian/Alaska Native (Tot. F)","Totals, Female: Native Hawaiian/Other Pacific Islander (Tot. F)","Totals, Female: Two or more races (Tot. F)","Totals, Female: Total Declared Majors (Tot. F)","Totals, Female: US Citizens (Tot. F)","Totals, Female: White (Tot. F)","Totals, Male: Asian (Tot. M)","Totals, Male: Black/African American (Tot. M)","Totals, Male: Cumulative GPA (Tot. M)","Totals, Male: Enrolled in DIFFERENT MAJOR (Tot. M)","Totals, Male: Enrolled in SAME MAJOR (Tot. M)","Totals, Male: Graduated (Tot. M)","Totals, Male: Hispanics of any race (Tot. M)","Totals, Male: Left Institution (not graduated) (Tot. M)","Totals, Male: American Indian/Alaska Native (Tot. M)","Totals, Male: Native Hawaiian/Other Pacific Islander (Tot. M)","Totals, Male: Two or more races (Tot. M)","Totals, Male: Total Declared Majors (Tot. M)","Totals, Male: US Citizens (Tot. M)","Totals, Male: White (Tot. M)",Minors: Female: Asian (Min. F),Minors: Female: Black/African American (Min. F),Minors: Female: Native Hawaiian/Other Pacific Islander (Min. F),Minors: Female: American Indian/Alaska Native (Min. F),Minors: Female: Hispanics of any race (Min. F),Minors: Female: Two or more races (Min. F),Minors: Female: Total Declared Minors (Min. F),Minors: Female: White (Min. F),Minors: Male: Asian (Min. M),Minors: Male: Black/African American (Min. M),Minors: Male: Native Hawaiian/Other Pacific Islander (Min. M),Minors: Male: American Indian/Alaska Native (Min. M),Minors: Male: Hispanics of any race (Min. M),Minors: Male: Two or more races (Min. M),Minors: Male: Total Declared Minors (Min. M),Minors: Male: White (Min. M),Nonresident Alien (Acpt. F),Race/Ethnicity Unknown (Acpt. F),Nonresident Alien (Acpt. M),Race/Ethnicity Unknown (Acpt. M),Nonresident Alien (App. F),Race/Ethnicity Unknown (App. F),Nonresident Alien (App. M),Race/Ethnicity Unknown (App. M),Nonresident Alien (Enrl F),Race/Ethnicity Unknown (Enrl F),Nonresident Alien (Enrl M),Race/Ethnicity Unknown (Enrl M),Nonresident Alien (Fshm F),Race/Ethnicity Unknown (Fshm F),Nonresident Alien (Fshm M),Race/Ethnicity Unknown (Fshm M),Nonresident Alien (Jun. F),Race/Ethnicity Unknown (Jun. F),Nonresident Alien (Jun. M),Race/Ethnicity Unknown (Jun. M),Nonresident Alien (Min. F),Race/Ethnicity Unknown (Min. F),Nonresident Alien (Min. M),Race/Ethnicity Unknown (Min. M),Nonresident Alien (5 Sen F),Race/Ethnicity Unknown (5 Sen F),Nonresident Alien (Sen. F),Race/Ethnicity Unknown (Sen. F),Nonresident Alien (5 Sen M),Race/Ethnicity Unknown (5 Sen M),Nonresident Alien (Sen. M),Race/Ethnicity Unknown (Sen. M),Nonresident Alien (Sph. F),Race/Ethnicity Unknown (Sph. F),Nonresident Alien (Sph. M),Race/Ethnicity Unknown (Sph. M),Nonresident Alien (Min. F).1,Race/Ethnicity Unknown (Min. F).1,Nonresident Alien (Min. M).1,Race/Ethnicity Unknown (Min. M).1,Nonresident Alien (Min. F).2,Race/Ethnicity Unknown (Min. F).2,Nonresident Alien (Min. M).2,Race/Ethnicity Unknown (Min. M).2,Nonresident Alien (Tot. F),Race/Ethnicity Unknown (Tot. F),Nonresident Alien (Tot. M),Race/Ethnicity Unknown (Tot. M)
955,2513.0,11.07,Computer Science,Bachelor's,Academic Alliance,85.0,"Bachelor's, master's, and Ph.D. degrees",2008-2009,End of 2nd Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,1259.0,14.0900,Computer Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2009-2010,Upon Enrollment,,2.0,19.3,3.49,593.0,0.0,1.0,0.0,0.0,3.0,8.0,4.0,8.0,2.0,,17.0,19.5,3.49,610.0,3.0,4.0,0.0,0.0,5.0,51.0,14.0,48.0,19.0,1.0,,2.57,1.0,4.0,,1.0,,,,1.0,5.0,5.0,2.0,13.0,2.0,2.48,7.0,27.0,,3.0,9.0,,,4.0,43.0,40.0,18.0,4.0,1.0,2.77,,5.0,,,1.0,,,1.0,6.0,6.0,,12.0,3.0,2.75,6.0,24.0,,4.0,1.0,,,2.0,31.0,29.0,8.0,2.0,1.0,2.87,,7.0,,,,,,2.0,7.0,6.0,1.0,10.0,1.0,2.94,7.0,24.0,,3.0,3.0,,,3.0,34.0,29.0,12.0,,,2.64,,1.0,,,1.0,,,,2.0,2.0,2.0,11.0,1.0,2.92,,21.0,11.0,2.0,3.0,,,4.0,35.0,35.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,2.75,1.0,17.0,0.0,1.0,2.0,,,4.0,20.0,19.0,5.0,46.0,7.0,2.75,20.0,96.0,11.0,12.0,16.0,,,13.0,142.0,133.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,1260.0,14.0900,Computer Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2010-2011,Upon Enrollment,,1.0,18.0,3.76,632.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,,7.0,19.6,3.56,625.0,5.0,3.0,0.0,0.0,3.0,37.0,8.0,32.0,14.0,1.0,1.0,3.27,2.0,4.0,,,1.0,,,,7.0,7.0,5.0,10.0,4.0,2.56,7.0,24.0,,3.0,8.0,,,3.0,39.0,36.0,16.0,4.0,,2.28,,5.0,,,,,,1.0,5.0,5.0,,9.0,2.0,2.79,3.0,21.0,,2.0,4.0,,,2.0,28.0,25.0,10.0,2.0,1.0,2.96,,4.0,,,1.0,,,1.0,4.0,4.0,,8.0,4.0,2.71,4.0,25.0,,2.0,0.0,,,4.0,29.0,28.0,10.0,2.0,1.0,2.95,,4.0,3.0,,0.0,,,1.0,7.0,6.0,2.0,14.0,2.0,2.93,4.0,25.0,14.0,5.0,3.0,,,2.0,46.0,41.0,18.0,,,,2.0,17.0,3.0,,2.0,,,,,,,,,,18.0,95.0,14.0,,15.0,,,,,,,9.0,3.0,2.88,2.0,17.0,3.0,,1.0,,,3.0,23.0,22.0,7.0,41.0,12.0,2.74,18.0,95.0,14.0,12.0,15.0,,,11.0,142.0,130.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,1261.0,14.0900,Computer Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2011-2012,Upon Enrollment,,1.0,18.0,3.69,527.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,6.0,2.0,,14.0,19.8,3.5,650.0,4.0,0.0,0.0,0.0,0.0,44.0,10.0,35.0,17.0,2.0,1.0,1.76,0.0,5.0,,1.0,2.0,,,1.0,7.0,6.0,1.0,12.0,3.0,2.65,10.0,20.0,,,5.0,,,1.0,35.0,29.0,13.0,,1.0,2.81,2.0,4.0,,1.0,0.0,,,1.0,6.0,6.0,3.0,7.0,3.0,2.71,5.0,27.0,,4.0,1.0,,,4.0,33.0,28.0,10.0,4.0,,2.65,0.0,4.0,,,1.0,,,1.0,5.0,5.0,,11.0,1.0,2.87,3.0,25.0,,3.0,1.0,,,1.0,29.0,26.0,10.0,5.0,2.0,3.07,0.0,7.0,2.0,,0.0,,,1.0,9.0,9.0,1.0,12.0,5.0,2.87,5.0,20.0,19.0,4.0,1.0,,,5.0,45.0,40.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,2.63,2.0,20.0,2.0,2.0,3.0,,,4.0,27.0,26.0,5.0,42.0,12.0,2.77,23.0,92.0,19.0,11.0,8.0,,,11.0,142.0,123.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,1262.0,14.0900,Computer Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2012-2013,Upon Enrollment,,2.0,18.0,3.78,576.0,2.0,1.0,0.0,0.0,1.0,9.0,0.0,9.0,3.0,,9.0,19.8,3.58,625.0,8.0,3.0,0.0,0.0,8.0,64.0,14.0,60.0,32.0,1.0,2.0,2.8,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,6.0,1.0,11.0,5.0,2.4,5.0,37.0,0.0,2.0,6.0,0.0,0.0,7.0,48.0,42.0,17.0,1.0,1.0,2.37,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,5.0,4.0,2.72,6.0,17.0,0.0,1.0,5.0,0.0,0.0,2.0,28.0,23.0,11.0,1.0,0.0,3.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,9.0,2.0,2.71,3.0,27.0,0.0,3.0,3.0,0.0,0.0,2.0,33.0,31.0,15.0,6.0,2.0,2.93,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,2.0,10.0,6.0,2.94,1.0,21.0,8.0,3.0,4.0,0.0,0.0,5.0,34.0,33.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,2.8,3.0,13.0,4.0,1.0,3.0,0.0,0.0,3.0,23.0,23.0,5.0,35.0,17.0,2.67,15.0,102.0,8.0,9.0,18.0,0.0,0.0,16.0,143.0,129.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,2012.0,14.0900,Computer Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2013-2014,Upon Enrollment,,0.0,20.0,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,,22.0,19.0,3.56,633.0,3.0,10.0,0.0,1.0,2.0,57.0,10.0,54.0,16.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,2.0,2.02,0.0,36.0,0.0,9.0,8.0,0.0,1.0,3.0,44.0,40.0,13.0,1.0,1.0,2.39,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,14.0,6.0,2.56,7.0,30.0,0.0,1.0,2.0,0.0,0.0,5.0,39.0,37.0,11.0,2.0,0.0,2.75,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,2.0,6.0,2.0,2.86,2.0,24.0,0.0,2.0,1.0,0.0,0.0,1.0,27.0,24.0,13.0,4.0,0.0,3.24,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,2.0,11.0,4.0,3.08,1.0,25.0,11.0,5.0,2.0,0.0,0.0,4.0,39.0,35.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.83,0.0,13.0,3.0,1.0,1.0,0.0,0.0,2.0,17.0,17.0,6.0,43.0,14.0,2.6,10.0,115.0,11.0,17.0,13.0,0.0,1.0,13.0,149.0,136.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2514.0,14.0900,Computer Engineering,Bachelor's,Academic Alliance,85.0,"Bachelor's, master's, and Ph.D. degrees",2004-2005,Upon Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2515.0,14.0900,Computer Engineering,Bachelor's,Academic Alliance,85.0,"Bachelor's, master's, and Ph.D. degrees",2005-2006,Upon Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2516.0,14.0900,Computer Engineering,Bachelor's,Academic Alliance,85.0,"Bachelor's, master's, and Ph.D. degrees",2006-2007,Upon Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2517.0,14.0900,Computer Engineering,Bachelor's,Academic Alliance,85.0,"Bachelor's, master's, and Ph.D. degrees",2007-2008,Upon Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,2518.0,14.0900,Computer Engineering,Bachelor's,Academic Alliance,85.0,"Bachelor's, master's, and Ph.D. degrees",2008-2009,Upon Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1263.0,14.1000,Electrical Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2009-2010,Upon Enrollment,,4.0,24.1,3.58,683.0,1.0,2.0,0.0,0.0,1.0,14.0,9.0,12.0,4.0,,13.0,21.7,3.45,621.0,5.0,6.0,0.0,0.0,15.0,69.0,36.0,64.0,25.0,2.0,,2.44,,4.0,,1.0,1.0,,,1.0,5.0,5.0,1.0,9.0,,2.62,4.0,21.0,,1.0,8.0,,,5.0,33.0,31.0,16.0,1.0,2.0,3.22,,7.0,,,1.0,,,1.0,8.0,7.0,3.0,5.0,2.0,2.94,4.0,21.0,,1.0,4.0,,,5.0,29.0,27.0,14.0,1.0,3.0,3.24,,6.0,,,1.0,,,1.0,7.0,6.0,1.0,12.0,2.0,2.77,4.0,37.0,,5.0,4.0,,,7.0,45.0,39.0,13.0,8.0,1.0,3.17,,9.0,9.0,2.0,2.0,,,1.0,20.0,18.0,6.0,29.0,4.0,2.96,1.0,53.0,28.0,5.0,6.0,,1.0,11.0,88.0,81.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,3.09,0.0,26.0,9.0,3.0,5.0,,,4.0,40.0,36.0,11.0,55.0,8.0,2.85,13.0,132.0,28.0,12.0,22.0,,1.0,28.0,195.0,178.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,1264.0,14.1000,Electrical Engineering,Bachelor's,"Extension Services, Academic Alliance",85.0,"Bachelor's, master's, and Ph.D. degrees",2010-2011,Upon Enrollment,,1.0,21.9,3.83,683.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,6.0,3.0,,21.0,23.0,3.62,621.0,13.0,6.0,0.0,0.0,6.0,84.0,48.0,76.0,30.0,2.0,,2.3,0.0,3.0,,,1.0,,,,4.0,3.0,1.0,8.0,4.0,2.62,9.0,25.0,,2.0,6.0,,,6.0,40.0,37.0,17.0,1.0,1.0,2.99,1.0,4.0,,1.0,1.0,,,1.0,6.0,6.0,2.0,10.0,5.0,2.76,3.0,35.0,,2.0,6.0,,,5.0,37.0,41.0,13.0,1.0,2.0,3.29,,9.0,,,1.0,,,1.0,10.0,10.0,6.0,10.0,5.0,2.76,3.0,35.0,,2.0,6.0,,,5.0,44.0,41.0,19.0,3.0,3.0,3.12,1.0,7.0,6.0,1.0,0.0,,,1.0,14.0,11.0,3.0,30.0,5.0,2.84,2.0,47.0,28.0,8.0,8.0,,1.0,10.0,85.0,78.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,3.06,2.0,23.0,6.0,2.0,3.0,,,3.0,34.0,30.0,12.0,58.0,17.0,2.8,16.0,137.0,28.0,12.0,25.0,,2.0,28.0,206.0,190.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
